WALIS_ID,Latitude,Longitude,Site,Subsite,Nation,Region,Type of datapoint,RSL Indicator,RSL indicator description,Elevation measurement technique,Elevation (m),Elevation error (m),Paleo water depth estimate (m),Upper limit of living range (m),Lower limit of living range (m),RWL,IR,Vertical datum,Paleo RSL (m),Paleo RSL uncertainty (m),Dating technique,Timing constraint,Originally reported ID,Analysis ID,Material_type,Reported age (ka),Reported age uncertainty (ka),U-Series recalculated age (ka),U-Series recalculate age uncertainty (ka),"U-Series corrected age (speleothems, ka)","U-Series corrected age uncertainty (speleothems, ka)",Stratigraphy Upper Age (ka),Stratigraphy Lower Age (ka),MIS limit,Marine Isotopic Stage,Quality of RSL information,Quality of age information,Reference(s),Record Created by,Last Update,Lower age,Age (ka) 0.1 perc,Age (ka) 2.3 perc,Age (ka) 15.9 perc,Age (ka) 50 perc,Age (ka) 84.1 perc,Age (ka) 97.7 perc,Age (ka) 99.5 perc,Upper age,Age calculation from,RSL (m) 0.1 perc,RSL (m) 2.3 perc,RSL (m) 15.9 perc,RSL (m) 50 perc,RSL (m) 84.1 perc,RSL (m) 97.7 perc,RSL (m) 99.5 perc
RSL_60,-42.3955,-63.644065000000005,"Caleta Valdes
System IV",System IV,Argentina,Chubut,Sea Level Indicator,Beach ridge,"Second lowest of five documented beach ridges at Caleta Valdes. Described as ""fresh"" looking, compared to beach ridges at the same elevation further inland. Well developed.",Not reported,23.5,4.42,,,,2.82,0.41,Mean Sea Level / General definition,20.68,4.424751405446412,ESR,Equal to,D-1205-a,RA89-022-001,,82.2,12.3,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Rutter et al., 1989
 Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997",Evan Gowan,2020-04-28 03:22:02,,63.75,69.9,76.05,82.2,88.35000000000001,94.5,100.65,,Recalculation/Report,7.4057457836607625,11.830497189107176,16.25524859455359,20.68,25.10475140544641,29.529502810892822,33.95425421633924
RSL_60,-42.3955,-63.644065000000005,"Caleta Valdes
System IV",System IV,Argentina,Chubut,Sea Level Indicator,Beach ridge,"Second lowest of five documented beach ridges at Caleta Valdes. Described as ""fresh"" looking, compared to beach ridges at the same elevation further inland. Well developed.",Not reported,23.5,4.42,,,,2.82,0.41,Mean Sea Level / General definition,20.68,4.424751405446412,ESR,Equal to,D-1205-b,RA89-023-001,,81.4,12.2,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Rutter et al., 1989
 Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997",Evan Gowan,2020-04-28 03:22:02,,63.10000000000001,69.2,75.30000000000001,81.4,87.5,93.60000000000001,99.7,,Recalculation/Report,7.4057457836607625,11.830497189107176,16.25524859455359,20.68,25.10475140544641,29.529502810892822,33.95425421633924
RSL_61,-47.753976,-65.912859,"Puerto Deseado
Punta Cavendish, PD-2 (System V); A-33","Punta Cavendish, PD-2 (System V); A-33",Argentina,Santa Cruz,Sea Level Indicator,Beach deposit or beachrock,Outcrop has 4 m of beach gravel with whole shells collected from the top 3 m of the outcrop,Not reported,22.5,6.82,,,,0.28,4.14,Mean Sea Level / General definition,22.22,7.1272224603978795,ESR,Equal to,D-1220-a,RA89-004-001,,449.0,67.0,,,,,130.0,71.0,Older than,MIS 5,1.0,1.0,"Rutter et al., 1989
 Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997",Evan Gowan,2020-04-28 03:24:16,,348.5,382.0,415.5,449.0,482.5,516.0,549.5,,Recalculation/Report,0.838332618806362,7.96555507920424,15.09277753960212,22.22,29.34722246039788,36.47444492079576,43.601667381193636
RSL_61,-47.753976,-65.912859,"Puerto Deseado
Punta Cavendish, PD-2 (System V); A-33","Punta Cavendish, PD-2 (System V); A-33",Argentina,Santa Cruz,Sea Level Indicator,Beach deposit or beachrock,Outcrop has 4 m of beach gravel with whole shells collected from the top 3 m of the outcrop,Not reported,22.5,6.82,,,,0.28,4.14,Mean Sea Level / General definition,22.22,7.1272224603978795,ESR,Equal to,D-1220-b,RA89-005-001,,415.0,62.0,,,,,130.0,71.0,Older than,MIS 5,1.0,1.0,"Rutter et al., 1989
 Radtke, 1989
 Rutter et al., 1990
 Schellmann and Radtke, 1997",Evan Gowan,2020-04-28 03:24:16,,322.0,353.0,384.0,415.0,446.0,477.0,508.0,,Recalculation/Report,0.838332618806362,7.96555507920424,15.09277753960212,22.22,29.34722246039788,36.47444492079576,43.601667381193636
RSL_2448,-24.256273,-70.527224,"Ch3
123_1",123_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,31.74,1.91,,,,0.01,6.2,EGM 2008,31.729999999999997,3.6411673952181873,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,20.806497814345434,24.447665209563624,28.08883260478181,31.729999999999997,35.37116739521819,39.01233479043637,42.65350218565456
RSL_2449,-24.254251999999997,-70.528144,"Ch3
124_1",124_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,29.76,1.11,,,,0.01,6.2,EGM 2008,29.75,3.292734425974862,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,19.871796722075416,23.164531148050276,26.457265574025136,29.75,33.042734425974864,36.33546885194973,39.628203277924584
RSL_2450,-24.203385,-70.51306899999999,"Ch3
125_1",125_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,29.47,0.7,,,,0.01,6.21,EGM 2008,29.459999999999997,3.182927111952141,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,19.911218664143576,23.094145776095715,26.277072888047854,29.459999999999997,32.64292711195214,35.82585422390428,39.00878133585642
RSL_2451,-24.194315,-70.514404,"Ch3
126_1",126_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,34.54,4.2,,,,0.01,6.21,EGM 2008,34.53,5.2231240651548765,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,2.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,18.860627804535373,24.083751869690246,29.306875934845124,34.53,39.75312406515488,44.976248130309756,50.19937219546463
RSL_2452,-24.190468,-70.515913,"Ch3
127_1",127_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,32.58,2.14,,,,0.01,6.21,EGM 2008,32.57,3.77102439663283,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,21.25692681010151,25.02795120673434,28.79897560336717,32.57,36.34102439663283,40.11204879326566,43.88307318989849
RSL_2453,-24.069881,-70.503851,"Ch3
128_1",128_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,30.35,1.22,,,,0.0,6.24,EGM 2008,30.35,3.350044775820168,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,20.299865672539497,23.649910448359666,26.999955224179832,30.35,33.70004477582017,37.05008955164034,40.400134327460506
RSL_2454,-23.995635,-70.509878,"Ch3
129_1",129_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,32.26,2.38,,,,0.0,6.24,EGM 2008,32.26,3.924130476933712,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,20.487608569198862,24.411739046132574,28.335869523066286,32.26,36.18413047693371,40.10826095386742,44.032391430801134
RSL_2455,-23.99195,-70.50886700000001,"Ch3
130_1",130_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,30.86,2.31,,,,0.0,6.24,EGM 2008,30.86,3.882074187853705,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,19.213777436438885,23.09585162429259,26.977925812146296,30.86,34.7420741878537,38.624148375707406,42.50622256356111
RSL_2456,-23.977486,-70.512028,"Ch3
131_1",131_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,34.5,3.42,,,,0.0,6.24,EGM 2008,34.5,4.62934120583048,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,20.61197638250856,25.24131758833904,29.870658794169522,34.5,39.12934120583048,43.758682411660956,48.38802361749144
RSL_2457,-23.775251,-70.475109,"Ch2
1_1",1_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,23.6,1.47,,,,0.0,6.24,EGM 2008,23.6,3.4489563638874876,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,13.253130908337539,16.702087272225025,20.151043636112515,23.6,27.048956363887488,30.497912727774978,33.946869091662464
RSL_2458,-23.766297,-70.473083,"Ch2
2_1",2_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,20.01,0.62,,,,0.0,6.24,EGM 2008,20.01,3.1810061301418457,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,10.466981609574464,13.64798773971631,16.828993869858156,20.01,23.191006130141847,26.372012260283693,29.55301839042554
RSL_2459,-23.762447,-70.468138,"Ch2
3_1",3_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,20.84,1.73,,,,0.0,6.24,EGM 2008,20.84,3.567534162415267,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,10.137397512754198,13.704931675169465,17.272465837584733,20.84,24.407534162415267,27.975068324830534,31.5426024872458
RSL_2460,-23.763582,-70.470228,"Ch2
4_1",4_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,19.24,0.94,,,,0.0,6.24,EGM 2008,19.24,3.2585272747055534,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,9.464418175883338,12.722945450588892,15.981472725294445,19.24,22.498527274705552,25.757054549411105,29.01558182411666
RSL_2461,-23.760916,-70.460753,"Ch2
5_1",5_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,20.42,1.46,,,,0.0,6.24,EGM 2008,20.42,3.4447060832529672,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,10.0858817502411,13.530587833494067,16.975293916747034,20.42,23.86470608325297,27.309412166505936,30.754118249758903
RSL_2462,-23.751321,-70.44875,"Ch2
6_1",6_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,24.8,1.45,,,,0.0,6.24,EGM 2008,24.8,3.4404796177277377,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,14.478561146816787,17.919040764544526,21.35952038227226,24.8,28.24047961772774,31.680959235455475,35.121438853183214
RSL_2463,-23.726634,-70.435674,"Ch2
7_1",7_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,24.01,4.35,,,,0.0,6.24,EGM 2008,24.01,5.353213987876815,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,2.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,7.950358036369554,13.303572024246371,18.656786012123185,24.01,29.36321398787682,34.71642797575363,40.069641963630446
RSL_2464,-23.724228,-70.43503,"Ch2
8_1",8_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,22.81,1.86,,,,0.0,6.24,EGM 2008,22.81,3.632354608239675,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,11.912936175280974,15.545290783520649,19.177645391760322,22.81,26.442354608239675,30.07470921647935,33.70706382471902
RSL_2465,-23.712895,-70.428061,"Ch2
9_1",9_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,25.97,1.91,,,,0.0,6.24,EGM 2008,25.97,3.6582099447680694,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,14.99537016569579,18.65358011046386,22.31179005523193,25.97,29.628209944768066,33.286419889536134,36.94462983430421
RSL_2466,-23.702435,-70.421511,"Ch2
10_1",10_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,21.53,2.85,,,,0.0,6.24,EGM 2008,21.53,4.225742538300222,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,8.852772385099335,13.078514923399558,17.30425746169978,21.53,25.755742538300222,29.981485076600443,34.20722761490067
RSL_2467,-23.695051,-70.418257,"Ch2
11_1",11_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,28.53,4.44,,,,0.0,6.24,EGM 2008,28.53,5.4266011462056065,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,2.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,12.25019656138318,17.67679770758879,23.103398853794396,28.53,33.95660114620561,39.38320229241121,44.809803438616825
RSL_2468,-23.691054,-70.417463,"Ch2
12_1",12_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,24.6,2.62,,,,0.0,6.24,EGM 2008,24.6,4.074162490623073,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,12.377512528130783,16.451675018753853,20.525837509376927,24.6,28.674162490623075,32.74832498124615,36.82248747186922
RSL_2469,-23.687947,-70.41605799999999,"Ch2
13_1",13_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,26.49,2.45,,,,0.0,6.24,EGM 2008,26.49,3.966976178400874,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,14.589071464797376,18.55604764319825,22.523023821599125,26.49,30.456976178400872,34.42395235680175,38.39092853520262
RSL_2470,-23.684534,-70.414989,"Ch2
14_1",14_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,18.69,2.26,,,,0.0,6.24,EGM 2008,18.69,3.8525316351718644,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,7.132405094484408,10.984936729656273,14.837468364828137,18.69,22.542531635171866,26.39506327034373,30.247594905515594
RSL_2471,-23.681410999999997,-70.411819,"Ch2
15_1",15_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.67,1.54,,,,0.0,6.24,EGM 2008,27.67,3.4793677586596106,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,17.23189672402117,20.711264482680782,24.190632241340392,27.67,31.14936775865961,34.62873551731922,38.108103275978834
RSL_2472,-23.677189000000002,-70.408439,"Ch2
16_1",16_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,20.59,1.77,,,,0.0,6.24,EGM 2008,20.59,3.5871018942873647,ESR,Equal to,D-714,SC97-001-001,,106.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Schellmann and Radtke, 1997
 Schellmann and Radtke, 1997",Roland Freisleben,2020-11-23 14:37:10,,101.5,103.0,104.5,106.0,107.5,109.0,110.5,,Recalculation/Report,9.828694317137906,13.41579621142527,17.002898105712635,20.59,24.177101894287365,27.76420378857473,31.351305682862094
RSL_586,-10.855258000000001,-165.844111,"Pukapuka
",,Cook Islands,Not Available,Sea Level Indicator,Coral reef terrace (general definition),,Total station or Auto/hand level,-23.0,2.0,,,,-9.25,18.5,Mean Sea Level / General definition,-13.75,9.46374661537385,ESR,Equal to,991,GR92-001-001,,144.0,22.0,,,,,130.0,71.0,Equal to,MIS 5,1.0,2.0,"Gray et al., 1992",Nadine Hallmann,2020-08-21 14:16:34,,111.0,122.0,133.0,144.0,155.0,166.0,177.0,,Recalculation/Report,-42.14123984612155,-32.6774932307477,-23.21374661537385,-13.75,-4.28625338462615,5.1774932307477,14.64123984612155
RSL_586,-10.855258000000001,-165.844111,"Pukapuka
",,Cook Islands,Not Available,Sea Level Indicator,Coral reef terrace (general definition),,Total station or Auto/hand level,-23.0,2.0,,,,-9.25,18.5,Mean Sea Level / General definition,-13.75,9.46374661537385,ESR,Equal to,951,GR92-002-001,,136.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,1.0,2.0,"Gray et al., 1992",Nadine Hallmann,2020-08-21 14:16:34,,106.0,116.0,126.0,136.0,146.0,156.0,166.0,,Recalculation/Report,-42.14123984612155,-32.6774932307477,-23.21374661537385,-13.75,-4.28625338462615,5.1774932307477,14.64123984612155
RSL_548,-17.412775,-145.492764,"Anaa
",,French Polynesia,Not Available,Sea Level Indicator,Coral reef terrace (general definition),,Total station or Auto/hand level,3.0,1.5,,,,-5.75,3.5,Mean Low Water Springs (MLWS),8.75,2.3048861143232218,ESR,Equal to,3AN14,PI88-001-001,,109.0,32.7,,,,,130.0,71.0,Equal to,MIS 5,3.0,2.0,"Veeh, 1966
 Pirazzoli et al., 1988",Nadine Hallmann,2020-08-21 14:07:04,,59.949999999999996,76.3,92.65,109.0,125.35,141.7,158.05,,Recalculation/Report,1.8353416570303347,4.1402277713535565,6.445113885676778,8.75,11.05488611432322,13.359772228646444,15.664658342969666
RSL_549,-16.156369,-146.354656,"Niau
",,French Polynesia,Not Available,Sea Level Indicator,Coral reef terrace (general definition),,Total station or Auto/hand level,3.5,1.0,,,,-5.75,3.5,Mean Low Water Springs (MLWS),9.25,2.0155644370746373,ESR,Equal to,3AN14,PI88-001-001,,109.0,32.7,,,,,130.0,71.0,Equal to,MIS 5,3.0,2.0,"Veeh, 1966
 Pirazzoli et al., 1988",Nadine Hallmann,2020-08-21 14:07:30,,59.949999999999996,76.3,92.65,109.0,125.35,141.7,158.05,,Recalculation/Report,3.203306688776088,5.218871125850725,7.234435562925363,9.25,11.265564437074637,13.281128874149275,15.296693311223912
RSL_550,-15.846303,-148.25475,"Makatea
",,French Polynesia,Not Available,Sea Level Indicator,Coral reef terrace (general definition),,Total station or Auto/hand level,3.0,0.5,,,,-5.75,3.5,Mean Low Water Springs (MLWS),8.75,1.8200274723201295,ESR,Equal to,3AN14,PI88-001-001,,109.0,32.7,,,,,130.0,71.0,Equal to,MIS 5,4.0,2.0,"Veeh, 1966
 Pirazzoli et al., 1988",Nadine Hallmann,2020-08-21 14:07:59,,59.949999999999996,76.3,92.65,109.0,125.35,141.7,158.05,,Recalculation/Report,3.2899175830396112,5.109945055359741,6.929972527679871,8.75,10.57002747232013,12.390054944640259,14.21008241696039
RSL_450,16.27806,-86.593674,"Roatan, Honduras
Interior Fossil Coral Reef",Interior Fossil Coral Reef,Honduras,Islas de la Bahia,Sea Level Indicator,Coral reef terrace (general definition),,Not reported,37.2,0.15,,,,-8.65,16.7,Mean Sea Level / General definition,45.85,8.35134719671024,ESR,Equal to,Interior fossil reef,CO08-001-001,,138.9,27.8,,,,,130.0,115.0,Equal to,MIS 5e,1.0,2.0,"Cox et al., 2008",Alexander Simms,2020-06-17 17:39:10,,97.2,111.10000000000001,125.0,138.9,152.8,166.70000000000002,180.60000000000002,,Recalculation/Report,20.795958409869282,29.147305606579522,37.49865280328976,45.85,54.201347196710245,62.55269439342048,70.90404159013072
RSL_1282,27.7764,128.952,"Tokunoshima (South)
",,Japan,Kagoshima,Sea Level Indicator,Coral reef terrace (general definition),"Coral Terrace Deposits

",Topographic map and digital elevation models,51.0,10.2,,,,-14.7,29.99,Not reported,65.7,18.1353253348265,ESR,Equal to,30,30,,125.0,10.0,,,,,,,Equal to,,4.0,5.0,"Ikeya and Ohmura, 1983
 Koike and Machida, 2001",Evan Tam,2020-11-28 02:36:03,,110.0,115.0,120.0,125.0,130.0,135.0,140.0,,Recalculation/Report,11.294023995520504,29.429349330347,47.5646746651735,65.7,83.8353253348265,101.970650669653,120.1059760044795
RSL_373,-12.61,13.365,"Benguela
Benguela A",Benguela A,Angola,Benguela,Sea Level Indicator,Lagoonal deposit,,Not reported,25.0,1.0,,,,-0.5,3.0,Mean Sea Level / General definition,25.5,1.8027756377319946,Luminescence,Equal to,BNG10-6,WA16-001-001,OSL,57.8,11.2,,,,,57.0,29.0,Equal to,MIS 3,3.0,4.0,"Walker et al., 2016",Andrew Cooper,2020-04-08 05:16:37,,41.0,46.599999999999994,52.199999999999996,57.8,63.4,69.0,74.6,,Recalculation/Report,20.091673086804015,21.894448724536012,23.697224362268006,25.5,27.302775637731994,29.105551275463988,30.908326913195985
RSL_373,-12.61,13.365,"Benguela
Benguela A",Benguela A,Angola,Benguela,Sea Level Indicator,Lagoonal deposit,,Not reported,25.0,1.0,,,,-0.5,3.0,Mean Sea Level / General definition,25.5,1.8027756377319946,Luminescence,Equal to,BNG10-7,WA16-002-001,OSL,36.8,3.4,,,,,57.0,29.0,Equal to,MIS 3,3.0,4.0,"Walker et al., 2016",Andrew Cooper,2020-04-08 05:16:37,,31.699999999999996,33.4,35.099999999999994,36.8,38.5,40.199999999999996,41.9,,Recalculation/Report,20.091673086804015,21.894448724536012,23.697224362268006,25.5,27.302775637731994,29.105551275463988,30.908326913195985
RSL_373,-12.61,13.365,"Benguela
Benguela A",Benguela A,Angola,Benguela,Sea Level Indicator,Lagoonal deposit,,Not reported,25.0,1.0,,,,-0.5,3.0,Mean Sea Level / General definition,25.5,1.8027756377319946,Luminescence,Equal to,BNG10-8,WA16-003-001,OSL,47.0,5.9,,,,,57.0,29.0,Equal to,MIS 3,3.0,4.0,"Walker et al., 2016",Andrew Cooper,2020-04-08 05:16:37,,38.15,41.1,44.05,47.0,49.95,52.9,55.85,,Recalculation/Report,20.091673086804015,21.894448724536012,23.697224362268006,25.5,27.302775637731994,29.105551275463988,30.908326913195985
RSL_373,-12.61,13.365,"Benguela
Benguela A",Benguela A,Angola,Benguela,Sea Level Indicator,Lagoonal deposit,,Not reported,25.0,1.0,,,,-0.5,3.0,Mean Sea Level / General definition,25.5,1.8027756377319946,Luminescence,Equal to,BNG10-9,WA16-004-001,OSL,53.9,6.2,,,,,,,Equal to,,3.0,4.0,"Walker et al., 2016",Andrew Cooper,2020-04-08 05:16:37,,44.599999999999994,47.699999999999996,50.8,53.9,57.0,60.1,63.2,,Recalculation/Report,20.091673086804015,21.894448724536012,23.697224362268006,25.5,27.302775637731994,29.105551275463988,30.908326913195985
