WALIS_ID,Latitude,Longitude,Site,Subsite,Nation,Region,Type of datapoint,RSL Indicator,RSL indicator description,Elevation measurement technique,Elevation (m),Elevation error (m),Paleo water depth estimate (m),Upper limit of living range (m),Lower limit of living range (m),RWL,IR,Vertical datum,Paleo RSL (m),Paleo RSL uncertainty (m),Dating technique,Timing constraint,Originally reported ID,Analysis ID,Material_type,Reported age (ka),Reported age uncertainty (ka),U-Series recalculated age (ka),U-Series recalculate age uncertainty (ka),"U-Series corrected age (speleothems, ka)","U-Series corrected age uncertainty (speleothems, ka)",Stratigraphy Upper Age (ka),Stratigraphy Lower Age (ka),MIS limit,Marine Isotopic Stage,Quality of RSL information,Quality of age information,Reference(s),Record Created by,Last Update,Lower age,Age (ka) 0.1 perc,Age (ka) 2.3 perc,Age (ka) 15.9 perc,Age (ka) 50 perc,Age (ka) 84.1 perc,Age (ka) 97.7 perc,Age (ka) 99.5 perc,Upper age,Age calculation from,Lower RSL,RSL (m) 0.1 perc,RSL (m) 2.3 perc,RSL (m) 15.9 perc,RSL (m) 50 perc,RSL (m) 84.1 perc,RSL (m) 97.7 perc,RSL (m) 99.5 perc,Upper RSL
RSL_901,37.268912,15.224507999999998,"Augusta
Mt. Tauro",Mt. Tauro,Italy,Sicilia,Sea Level Indicator,Marine Terrace,,Metered tape or rod,15.0,3.0,,,,0.08,1.8,Mean Sea Level / General definition,14.92,3.132091952673165,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Di Grande & Scamarda, 1973
 Antonioli et al., 2006c
 Cosentino & Gliozzi, 1988
 Di Grande & Neri, 1988
 Mauz et al., 1997",Ciro Cerrone,2020-08-24 07:45:48,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,5.523724141980503,8.65581609465367,11.787908047326834,14.92,18.052091952673166,21.18418390534633,24.316275858019495,
RSL_902,38.269622999999996,15.604196,"Capo Peloro
",,Italy,Sicilia,Sea Level Indicator,Marine Terrace,,Metered tape or rod,110.0,3.0,,,,0.12,1.31,Mean Sea Level / General definition,109.88,3.070671750610931,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Bonfiglio & Violanti, 1983
 Hearty et al., 1986a
 Hearty, 1986b
 Mauz et al., 1997",Ciro Cerrone,2020-08-24 10:51:24,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,100.6679847481672,103.73865649877813,106.80932824938907,109.88,112.95067175061092,116.02134350122186,119.09201525183279,
RSL_903,37.853453,15.296823000000002,"Taormina
",,Italy,Sicilia,Sea Level Indicator,Beach deposit or beachrock,,Metered tape or rod,115.0,5.0,,,,0.13,1.36,Mean Sea Level / General definition,114.87,5.046028141023393,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,2.0,"Bonfiglio, 1981
 Antonioli et al., 2006c
 Catalano and De Guidi, 2003
 Mauz et al., 1997",Ciro Cerrone,2020-10-12 09:09:40,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,99.73191557692982,104.77794371795322,109.8239718589766,114.87,119.9160281410234,124.96205628204679,130.0080844230702,
RSL_907,35.506085999999996,12.605981,"Lampedusa
",,Italy,Sicilia,Sea Level Indicator,Beach deposit or beachrock,,Metered tape or rod,4.0,3.0,,,,-0.39,1.96,Mean Sea Level / General definition,4.39,3.156010139400696,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Segre, 1960
 Buccheri et al., 1999
 Mauz et al., 1997",Ciro Cerrone,2020-08-12 19:56:32,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,-5.078030418202089,-1.9220202788013925,1.2339898605993036,4.39,7.546010139400696,10.702020278801392,13.858030418202087,
RSL_909,38.479865000000004,14.900262,"Lipari (I)
",,Italy,Sicilia,Sea Level Indicator,Marine Terrace,,Metered tape or rod,44.0,1.0,,,,0.12,1.85,Mean Sea Level / General definition,43.88,1.3622132725825278,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Lucchi et al., 2001
 Antonioli et al., 2006c
 Calanchi et al., 2002
 Lucchi et al., 2004
 Lucchi et al., 2004b
 Radke, 1986
 Mauz et al., 1997",Ciro Cerrone,2020-08-22 14:15:29,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,39.79336018225242,41.15557345483495,42.51778672741747,43.88,45.24221327258253,46.604426545165055,47.966639817747584,
RSL_910,38.479865000000004,14.900262,"Lipari (II)
",,Italy,Sicilia,Sea Level Indicator,Marine Terrace,,Metered tape or rod,25.0,2.0,,,,0.12,1.85,Mean Sea Level / General definition,24.88,2.203548274942031,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Lucchi et al., 2001
 Antonioli et al., 2006c
 Calanchi et al., 2002
 Lucchi et al., 2004
 Lucchi et al., 2004b
 Radke, 1986
 Mauz et al., 1997",Ciro Cerrone,2020-08-22 14:16:19,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,18.269355175173907,20.472903450115936,22.67645172505797,24.88,27.08354827494203,29.287096549884062,31.49064482482609,
RSL_911,38.479865000000004,14.900262,"Lipari (III)
",,Italy,Sicilia,Sea Level Indicator,Marine Terrace,,Metered tape or rod,12.0,1.0,,,,0.12,1.85,Mean Sea Level / General definition,11.88,1.3622132725825278,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Lucchi et al., 2001
 Antonioli et al., 2006c
 Calanchi et al., 2002
 Lucchi et al., 2004
 Lucchi et al., 2004b
 Radke, 1986
 Mauz et al., 1997",Ciro Cerrone,2020-08-22 14:16:39,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,7.7933601822524174,9.155573454834945,10.517786727417473,11.88,13.242213272582529,14.604426545165056,15.966639817747584,
RSL_913,38.578052,14.577760999999999,"Filicudi
",,Italy,Sicilia,Sea Level Indicator,Beach deposit or beachrock,,Metered tape or rod,5.0,2.0,,,,-0.2,1.4,Mean Sea Level / General definition,5.2,2.118962010041709,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Radke, 1986
 Antonioli et al., 2006c
 Mauz et al., 1997",Ciro Cerrone,2020-08-21 13:14:25,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,-1.1568860301251265,0.9620759799165821,3.081037989958291,5.2,7.318962010041709,9.437924020083418,11.556886030125128,
RSL_914,38.578052,14.577760999999999,"Filicudi (II)
",,Italy,Sicilia,Sea Level Indicator,Marine Terrace,,Metered tape or rod,45.0,3.0,,,,-0.2,1.4,Mean Sea Level / General definition,45.2,3.0805843601498726,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Lucchi et al., 2004
 Antonioli et al., 2006c
 Mauz et al., 1997",Ciro Cerrone,2020-08-21 13:40:11,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,35.95824691955038,39.03883127970026,42.11941563985013,45.2,48.280584360149874,51.361168720299744,54.44175308044962,
RSL_916,38.713177,13.502653,"Ustica
",,Italy,Sicilia,Sea Level Indicator,Beach deposit or beachrock,,Metered tape or rod,30.0,3.0,,,,-0.26,1.63,Mean Sea Level / General definition,30.26,3.1087336650153867,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,4.0,5.0,"Hearty, 1986b
 Antonioli et al., 2006c
 Ruggieri and Buccheri, 1968
 de Vita et al., 1998
 Mauz et al., 1997",Ciro Cerrone,2020-08-22 17:05:30,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,20.93379900495384,24.042532669969226,27.151266334984616,30.26,33.36873366501539,36.47746733003078,39.58620099504616,
RSL_917,38.638881,15.074178,"Panarea
",,Italy,Sicilia,Sea Level Indicator,Beach deposit or beachrock,,Metered tape or rod,50.0,5.0,,,,-0.18,1.33,Mean Sea Level / General definition,50.18,5.044028647817139,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Hearty, 1986b
 Antonioli et al., 2006c
 Mauz et al., 1997",Ciro Cerrone,2020-10-14 10:12:31,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,35.04791405654858,40.09194270436572,45.135971352182864,50.18,55.224028647817136,60.26805729563428,65.31208594345142,
RSL_918,38.638881,15.074178,"Panarea (II)
",,Italy,Sicilia,Sea Level Indicator,Marine Terrace,,Metered tape or rod,115.0,3.0,,,,-0.18,1.33,Mean Sea Level / General definition,115.18,3.0728203657226696,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Lucchi et al., 2004
 Antonioli et al., 2006c
 Hearty, 1986b
 Mauz et al., 1997",Ciro Cerrone,2020-08-22 17:53:01,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,105.961538902832,109.03435926855467,112.10717963427734,115.18,118.25282036572267,121.32564073144535,124.39846109716801,
RSL_919,37.890707,12.473816000000001,"Trapani Birgi
",,Italy,Sicilia,Sea Level Indicator,Beach deposit or beachrock,,Metered tape or rod,2.0,5.0,,,,-0.3,1.7,Mean Sea Level / General definition,2.3,5.071735403192876,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Ruggieri and Unti. 1974
 Mauz et al., 1997",Ciro Cerrone,2020-08-24 08:13:01,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,-12.915206209578628,-7.843470806385752,-2.771735403192876,2.3,7.371735403192876,12.44347080638575,17.51520620957863,
RSL_920,38.033343,12.526471,"Trapani- Tonnara S. Giuliano
",,Italy,Sicilia,Sea Level Indicator,Beach deposit or beachrock,,Metered tape or rod,5.0,5.0,,,,-0.29,1.71,Mean Sea Level / General definition,5.29,5.072575775678467,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,4.0,4.0,"Ruggieri and Unti. 1974
 Mauz et al., 1997",Ciro Cerrone,2020-08-24 08:15:32,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,-9.927727327035402,-4.855151551356934,0.2174242243215332,5.29,10.362575775678467,15.435151551356935,20.5077273270354,
RSL_921,38.255355,15.246463,"Milazzo
",,Italy,Sicilia,Sea Level Indicator,Marine Terrace,,Metered tape or rod,90.0,10.0,,,,0.12,1.45,Mean Sea Level / General definition,89.88,10.02624680526068,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Hearty et al., 1986a
 Hearty, 1986b
 Mauz et al., 1997",Ciro Cerrone,2020-08-24 10:45:15,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,59.80125958421796,69.82750638947863,79.85375319473931,89.88,99.90624680526068,109.93249361052136,119.95874041578203,
RSL_922,38.185555,12.733778,"San Vito lo Capo
NE side",NE side,Italy,Sicilia,Sea Level Indicator,Tidal notch,,Metered tape or rod,8.0,0.5,,,,0.0,0.25,Mean Sea Level / General definition,8.0,0.5153882032022076,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Abate et al., 1991
 Antonioli et al., 2002
 Mauz et al., 1997",Ciro Cerrone,2020-08-24 15:43:52,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,6.453835390393378,6.969223593595585,7.484611796797792,8.0,8.515388203202207,9.030776406404415,9.546164609606622,
RSL_923,38.181488,12.719884,"San Vito lo Capo
W side",W side,Italy,Sicilia,Sea Level Indicator,Marine Terrace,,Metered tape or rod,12.5,1.5,,,,0.06,2.43,Mean Sea Level / General definition,12.44,1.9303432337281368,Luminescence,Equal to,Cala Rossa,MA97-003-001,TL,111.0,20.0,,,,,130.0,71.0,Equal to,MIS 5,3.0,3.0,"Abate et al., 1991
 Antonioli et al., 2002
 Mauz et al., 1997",Ciro Cerrone,2020-08-24 15:43:32,,81.0,91.0,101.0,111.0,121.0,131.0,141.0,,Recalculation/Report,,6.648970298815589,8.579313532543726,10.509656766271863,12.44,14.370343233728136,16.300686467456273,18.23102970118441,
RSL_924,38.075925,14.65973,"Sant'Agata di Militello
",,Italy,Sicilia,Sea Level Indicator,Marine Terrace,,Metered tape or rod,50.0,0.5,,,,0.13,1.89,Mean Sea Level / General definition,49.87,1.0691234727570058,Luminescence,Equal to,23,GI12-001-001,OSL,118.0,7.0,,,,,130.0,115.0,Equal to,MIS 5e,4.0,4.0,"Giunta et al., 2012",Ciro Cerrone,2020-08-25 08:55:39,,107.5,111.0,114.5,118.0,121.5,125.0,128.5,,Recalculation/Report,,46.66262958172898,47.731753054485985,48.80087652724299,49.87,50.939123472757004,52.00824694551401,53.077370418271016,
RSL_1040,40.7591,141.2352,"Kamikita Plain (North)
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Sand and loess tephra sequences, with trace fossils and shell molds

",Topographic map and digital elevation models,35.0,5.0,,,,0.83,1.01,Not reported,34.17,5.025437791874455,Luminescence,Equal to,GSJ14-017,017,IRSL,126.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,4.0,5.0,"Matsu'ura et al., 2019
 Ito et al., 2017",Evan Tam,2020-11-01 08:25:35,,121.5,123.0,124.5,126.0,127.5,129.0,130.5,,Recalculation/Report,,19.093686624376637,24.11912441625109,29.144562208125546,34.17,39.195437791874454,44.220875583748914,49.246313375623366,
RSL_1041,40.5285,141.4826,"Kamikita Plain (South)
",,Japan,Aomori,Sea Level Indicator,Beach deposit or beachrock,"Sand and loess tephra sequences, with trace fossils and shell molds

",Topographic map and digital elevation models,50.0,5.0,,,,0.83,1.01,Not reported,49.17,5.025437791874455,Luminescence,Equal to,GSJ14-017,017,IRSL,126.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,4.0,5.0,"Matsu'ura et al., 2019
 Ito et al., 2017",Evan Tam,2020-11-01 08:26:13,,121.5,123.0,124.5,126.0,127.5,129.0,130.5,,Recalculation/Report,,34.09368662437664,39.11912441625109,44.14456220812555,49.17,54.195437791874454,59.220875583748914,64.24631337562337,
RSL_1253,40.0041,139.88,"Anden Coast
",,Japan,Akita,Sea Level Indicator,Beach deposit or beachrock,"Silty sand, fossil shell, gravel terrace deposits

",Not reported,2.5,0.5,,,,0.12,0.25,Not reported,2.38,0.5153882032022076,Luminescence,Equal to,055232,001,IRSL,128.0,14.0,,,,,130.0,71.0,Equal to,MIS 5,4.0,5.0,"Thiel et al., 2015",Evan Tam,2020-11-02 07:36:53,,107.0,114.0,121.0,128.0,135.0,142.0,149.0,,Recalculation/Report,,0.8338353903933773,1.3492235935955847,1.8646117967977922,2.38,2.8953882032022076,3.4107764064044153,3.9261646096066225,
RSL_1254,40.7715,141.3709,"Lake Ogawara (Kamikita Plains)
",,Japan,Aomori,Sea Level Indicator,Marine Terrace,"Subtidal Facies

",Differential GPS,15.0,0.08,,,,0.83,1.01,Not reported,14.17,0.5112973694436537,Luminescence,Equal to,GSJ14-017,017,IRSL,126.0,3.0,,,,,130.0,71.0,Equal to,MIS 5,4.0,5.0,"Ito et al., 2017",Evan Tam,2020-11-02 07:37:43,,121.5,123.0,124.5,126.0,127.5,129.0,130.5,,Recalculation/Report,,12.636107891669038,13.147405261112693,13.658702630556347,14.17,14.681297369443653,15.192594738887307,15.703892108330962,
RSL_1264,36.0463,140.4939,"Lake Kitaura
",,Japan,Ibaraki,Sea Level Indicator,Beach deposit or beachrock,Foreshore sediments,Topographic map and digital elevation models,29.0,2.0,,,,0.86,1.05,Not reported,28.14,2.0677584481752214,Luminescence,Equal to,SR03-SR10,003-010,OSL,112.0,33.6,,,,,130.0,71.0,Equal to,MIS 5,5.0,5.0,"Hataya and Shirai, 2003",Evan Tam,2020-11-02 07:52:07,,61.599999999999994,78.4,95.2,112.0,128.8,145.6,162.4,,Recalculation/Report,,21.936724655474336,24.00448310364956,26.072241551824778,28.14,30.207758448175223,32.275516896350446,34.343275344525665,
RSL_182,-25.971441,32.991833,"Cabo Inhaca
",,Mozambique,Maputo,Sea Level Indicator,Tidal notch,"Sea-ward ridge of a dune sequence with an aeolianite core. The sequences provides insight into the geomorpological evolution of the SE African coastal plain. Within this sequence are proposed MIS 5 dunes, now lithified aeolianite. A notch is reported within this aeolianite from a previous study (Hobday 1977). ",Not reported,5.5,1.11,,,,0.0,1.62,Mean Sea Level / General definition,5.5,1.3741178988718545,Luminescence,Younger than,Aber/28-IN1,AR06-001-001,OSL,150.0,24.0,,,,,191.0,130.0,Younger than,MIS 6,1.0,1.0,"Hobday, 1977
 Armitage et al., 2006",Patrick Boyden,2020-06-22 09:30:54,,114.0,126.0,138.0,150.0,162.0,174.0,186.0,,Recalculation/Report,,1.3776463033844362,2.751764202256291,4.125882101128146,5.5,6.874117898871854,8.248235797743709,9.622353696615564,
RSL_183,-26.061489,32.904161,"Barreira Vermelha
",,Mozambique,Maputo,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,High bluffs of planar cross-bedding overlain by decalcified weathering of reddened sands. ,Not reported,26.0,5.0,,,,,,Mean Sea Level / General definition,,,Luminescence,Equal to,Aber/28-IN11,AR06-002-001,OSL,101.0,8.0,,,,,130.0,71.0,Younger than,MIS 5,0.0,3.0,"Armitage et al., 2006
 Hobday, 1977",Patrick Boyden,2020-02-25 01:02:47,,89.0,93.0,97.0,101.0,105.0,109.0,113.0,,Recalculation/Report,,,,,,,,,
RSL_184,-21.674967000000002,35.439935,"Zengueleme
",,Mozambique,Inhambane,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,Reddened basal aeolianite exposed along the backshore of the barrier island. Overlain by younger sands ranging from 23 ka to 2.4 ka.  The entire bluff is '~20 m high',Not reported,20.0,0.0,,,,,,Mean Sea Level / General definition,,,Luminescence,Equal to,Aber/28-BA14,AR06-003-001,OSL,126.0,12.0,,,,,130.0,115.0,Equal to,MIS 5e,0.0,3.0,"Armitage et al., 2006
 Hobday, 1977",Patrick Boyden,2020-02-24 08:22:50,,108.0,114.0,120.0,126.0,132.0,138.0,144.0,,Recalculation/Report,,,,,,,,,
RSL_111,52.82572,5.698556,"Rutten (regression)
B15F1501-14m",B15F1501-14m,Netherlands,Flevoland,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,"Falling sea level towards the end of the Eemian led to sea-ward shifting of the river mouth, local dissection of inner estuarine tidal-river floodplains inland, and establishment of peat blankets fed by freshwater from local tributaries and precipitation. Rutten core B15F1501 is an inland location on the northern rim of the drowned valley / Eemian estuary (mapping in Peeters et al. 2016, 2019). The indicator is the first peat bed overlying the high stand brackish tidal facies.",Differential GPS,-12.5,0.57,,,,,,NAP (Netherlands ordnance datum),,,Luminescence,Equal to,NCL-6312181,SI15-002-001,IRSL,112.0,11.0,,,,,130.0,115.0,Equal to,MIS 5e,4.0,4.0,"Sier et al., 2015
 Peeters et al., 2016
 Peeters et al., 2019",Kim Cohen,2020-04-11 09:21:13,,95.5,101.0,106.5,112.0,117.5,123.0,128.5,,Recalculation/Report,,,,,,,,,
RSL_135,52.479530000000004,5.88842,"Oosterwolde (basal peat upper limiting)
B27A0369",B27A0369,Netherlands,Gelderland,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,"Core in Peeters et al. (2016): his section A-A'. Supplementary data: Figure 6A. Surface elevation +0.1 m. At 20 meter depth, a  (reworked?) shallow marine deposits (-18.29 to -20.1 m -NAP/MSL) with PAZ E6 palynology overlies a peat interval with PAZ E2/3 palynology. (-20.1 to -20.47 m).",Metered tape or rod,-20.2,0.1,,,,,,NAP (Netherlands ordnance datum),,,Luminescence,Younger than,NCL-3610075-F,PE16-003-002,OSL,120.0,8.0,,,,,130.0,115.0,Equal to,MIS 5e,4.0,4.0,"Peeters et al., 2016",Kim Cohen,2020-04-11 09:33:57,,108.0,112.0,116.0,120.0,124.0,128.0,132.0,,Recalculation/Report,,,,,,,,,
RSL_136,52.479530000000004,5.88842,"Oosterwolde (regressive marine limiting)
B27A0369",B27A0369,Netherlands,Gelderland,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Core in Peeters et al. (2016): his section A-A'. Supplementary data: Figure 6A. Surface elevation +0.1 m. At 20 meter depth, a  (reworked?) shallow marine deposits (-18.29 to -20.1 m -NAP/MSL) with PAZ E6 palynology overlies a peat interval with PAZ E2/3 palynology. (-20.1 to -20.47 m).",Metered tape or rod,-18.29,0.1,,,,,,NAP (Netherlands ordnance datum),,,Luminescence,Equal to,NCL-3610073-Q,PE16-001-001,OSL,113.0,6.0,,,,,115.0,104.0,Equal to,MIS 5d,5.0,5.0,"Peeters et al., 2016",Kim Cohen,2020-04-11 09:31:36,,104.0,107.0,110.0,113.0,116.0,119.0,122.0,,Recalculation/Report,,,,,,,,,
RSL_103,-43.7209,172.6055,"Gebbies Valley, Banks Peninsula
Unit H, Gebbies Valley Borehole (G2)","Unit H, Gebbies Valley Borehole (G2)",New Zealand (Aotearoa),Canterbury,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"This informal stratigraphic unit was identified in a 75 m core. 
Dark olive grey silt with localised woody organics and infrequent marine/estuarine shell hash. A sample at -26.8 m AMSL is dominated by a single marine species, Melosira westii (90%). With underlying unit (G, a massive greyish olive silty sand), this unit is interpreted as part of a transgressive succession. 
The modern analog is the estuarine Lake Ellesmere, the water level of which is artificially maintained; however it is interpreted that the sediments were emplaced in a marine embayment and represent the maximum depth of the embayment.
",Metered tape or rod,-29.38,4.71,,,,,,Mean Sea Level / General definition,,,Luminescence,Equal to,BP-11/33.28,SH99-001-001,TL,99.0,11.0,,,,,104.0,94.0,Equal to,MIS 5c,4.0,4.0,"Shulmeister et al, 1999",Deirdre Ryan,2020-04-21 05:07:09,,82.5,88.0,93.5,99.0,104.5,110.0,115.5,,Recalculation/Report,,,,,,,,,
RSL_103,-43.7209,172.6055,"Gebbies Valley, Banks Peninsula
Unit H, Gebbies Valley Borehole (G2)","Unit H, Gebbies Valley Borehole (G2)",New Zealand (Aotearoa),Canterbury,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"This informal stratigraphic unit was identified in a 75 m core. 
Dark olive grey silt with localised woody organics and infrequent marine/estuarine shell hash. A sample at -26.8 m AMSL is dominated by a single marine species, Melosira westii (90%). With underlying unit (G, a massive greyish olive silty sand), this unit is interpreted as part of a transgressive succession. 
The modern analog is the estuarine Lake Ellesmere, the water level of which is artificially maintained; however it is interpreted that the sediments were emplaced in a marine embayment and represent the maximum depth of the embayment.
",Metered tape or rod,-29.38,4.71,,,,,,Mean Sea Level / General definition,,,Luminescence,Equal to,BP-13/32.68,SH99-002-001,TL,114.0,13.0,,,,,104.0,94.0,Equal to,MIS 5c,4.0,4.0,"Shulmeister et al, 1999",Deirdre Ryan,2020-04-21 05:07:09,,94.5,101.0,107.5,114.0,120.5,127.0,133.5,,Recalculation/Report,,,,,,,,,
RSL_104,-43.7209,172.6055,"Gebbies Valley, Banks Peninsula
Unit J, Gebbies Valley Borehole (G2)","Unit J, Gebbies Valley Borehole (G2)",New Zealand (Aotearoa),Canterbury,Sea Level Indicator,Beach deposit or beachrock,"Gray to olive gray fine sand and silt with extensive shell hash. Some woody organics also present. Dominated by marine diatoms. Interpreted as a beach or storm deposit,  at or close to sea level (w/in 5 m), based upon foraminiferal (Ammonia beccari) and macrofossil (Austrovenus sp.) evidence . ",Metered tape or rod,-22.44,0.35,,,,0.0,3.41,Mean Sea Level / General definition,-22.44,1.7405530730201824,Luminescence,Equal to,BP-15/27.02,SH99-003-001,TL,154.0,21.0,,,,,85.0,71.0,Equal to,MIS 5a,4.0,4.0,"Shulmeister et al, 1999",Deirdre Ryan,2020-03-13 06:17:40,,122.5,133.0,143.5,154.0,164.5,175.0,185.5,,Recalculation/Report,,-27.66165921906055,-25.921106146040366,-24.180553073020185,-22.44,-20.699446926979817,-18.958893853959637,-17.218340780939453,
RSL_105,-43.7209,172.6055,"Gebbies Valley, Banks Peninsula
Unit K, Gebbies Valley Borehole (G2)","Unit K, Gebbies Valley Borehole (G2)",New Zealand (Aotearoa),Canterbury,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,"Gray silty clay, locally extensively laminated. Fibrous and woody organics and tubular structures common in basal 3 m. Mottling present in top ~0.20 m. Diatoms indicate transition from marine embayment to lake or lagoon environment at -18.5 m AMSL. Phytoliths indicate probable interglacial conditions.",Metered tape or rod,-18.13,4.01,,,,,,Mean Sea Level / General definition,,,Luminescence,Equal to,BP-23/21.90,SH99-004-001,TL,93.5,9.1,,,,,85.0,71.0,Equal to,MIS 5a,4.0,4.0,"Shulmeister et al, 1999",Deirdre Ryan,2020-05-11 15:04:27,,79.85,84.4,88.95,93.5,98.05,102.6,107.15,,Recalculation/Report,,,,,,,,,
RSL_105,-43.7209,172.6055,"Gebbies Valley, Banks Peninsula
Unit K, Gebbies Valley Borehole (G2)","Unit K, Gebbies Valley Borehole (G2)",New Zealand (Aotearoa),Canterbury,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,"Gray silty clay, locally extensively laminated. Fibrous and woody organics and tubular structures common in basal 3 m. Mottling present in top ~0.20 m. Diatoms indicate transition from marine embayment to lake or lagoon environment at -18.5 m AMSL. Phytoliths indicate probable interglacial conditions.",Metered tape or rod,-18.13,4.01,,,,,,Mean Sea Level / General definition,,,Luminescence,Equal to,BP-21/19.06,SH99-005-001,TL,115.0,12.0,,,,,85.0,71.0,Equal to,MIS 5a,4.0,4.0,"Shulmeister et al, 1999",Deirdre Ryan,2020-05-11 15:04:27,,97.0,103.0,109.0,115.0,121.0,127.0,133.0,,Recalculation/Report,,,,,,,,,
RSL_106,-42.561756,173.50908,"Haumuri Bluff
Qt6, Amuri Bluff Terrace","Qt6, Amuri Bluff Terrace",New Zealand (Aotearoa),Canterbury,Sea Level Indicator,Marine Terrace,"The Amuri Bluff Terrace (Qt6) is capped by marine sediments and loess. Elevation of the terrace shoreline angle (inner edge) is from Oakley et al (2018); however without corresponding lat/long coordinates. This RSL indicator is assigned the elevation of the shoreline angle, but lat/long is derived from a sample taken for geochronological analysis an unknown distance seaward of the terrace inner margin. The elevation recorded for the sample is within the range of uncertainty for the shoreline angle and therefore, this indicator is considered a direct indicator of sea level.
",Differential GPS,40.7,5.0,,,,0.24,5.16,Mean Sea Level / General definition,40.46,5.62640204749003,Luminescence,Equal to,HB1,OA17-001-001,IRSL,74.0,9.0,,,,,85.0,71.0,Equal to,MIS 5a,2.0,3.0,"Oakley et al, 2017
 Oakley et al, 2018
 Ota et al., 1984
 Ota et al., 1996",Deirdre Ryan,2020-06-01 21:46:25,,60.5,65.0,69.5,74.0,78.5,83.0,87.5,,Recalculation/Report,,23.580793857529912,29.20719590501994,34.83359795250997,40.46,46.08640204749003,51.71280409498006,57.33920614247009,
