WALIS_ID,Latitude,Longitude,Site,Subsite,Nation,Region,Type of datapoint,RSL Indicator,RSL indicator description,Elevation measurement technique,Elevation (m),Elevation error (m),Paleo water depth estimate (m),Upper limit of living range (m),Lower limit of living range (m),RWL,IR,Vertical datum,Paleo RSL (m),Paleo RSL uncertainty (m),Dating technique,Timing constraint,Originally reported ID,Analysis ID,Material_type,Reported age (ka),Reported age uncertainty (ka),U-Series recalculated age (ka),U-Series recalculate age uncertainty (ka),"U-Series corrected age (speleothems, ka)","U-Series corrected age uncertainty (speleothems, ka)",Stratigraphy Upper Age (ka),Stratigraphy Lower Age (ka),MIS limit,Marine Isotopic Stage,Quality of RSL information,Quality of age information,Reference(s),Record Created by,Last Update,Lower age,Age (ka) 0.1 perc,Age (ka) 2.3 perc,Age (ka) 15.9 perc,Age (ka) 50 perc,Age (ka) 84.1 perc,Age (ka) 97.7 perc,Age (ka) 99.5 perc,Upper age,Age_mu,Age_2s,Age calculation from,RSL (m) 0.1 perc,RSL (m) 2.3 perc,RSL (m) 15.9 perc,RSL (m) 50 perc,RSL (m) 84.1 perc,RSL (m) 97.7 perc,RSL (m) 99.5 perc 
RSL_3275,-0.306999,-80.403025,"Ec1
12_1",12_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.4,3.22,,,,0.6,4.8,EGM 2008,26.8,4.016017928,Luminescence,Equal to,C5,PE06-002-001,IRSL,76,18,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,49,58,67,76,85,94,103,,76,18,Recalculation/Report,14.75194622,18.76796414,22.78398207,26.8,30.81601793,34.83203586,38.84805378
RSL_3276,-0.300876,-80.39991,"Ec1
13_1",13_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,33.38,0.48,,,,0.6,4.8,EGM 2008,32.78,2.447529367,U-Series,Equal to,Manta-6,PE06-005-001,Mollusk or algae,,,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,25.4374119,27.88494127,30.33247063,32.78,35.22752937,37.67505873,40.1225881
RSL_3276,-0.300876,-80.39991,"Ec1
13_1",13_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,33.38,0.48,,,,0.6,4.8,EGM 2008,32.78,2.447529367,Luminescence,Equal to,C5,PE06-002-001,IRSL,76,18,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,49,58,67,76,85,94,103,,76,18,Recalculation/Report,25.4374119,27.88494127,30.33247063,32.78,35.22752937,37.67505873,40.1225881
RSL_3277,-0.297755,-80.398738,"Ec1
14_1",14_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.54,1.31,,,,0.6,4.8,EGM 2008,26.94,2.734245783,U-Series,Equal to,Manta-6,PE06-005-001,Mollusk or algae,,,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,18.73726265,21.47150843,24.20575422,26.94,29.67424578,32.40849157,35.14273735
RSL_3277,-0.297755,-80.398738,"Ec1
14_1",14_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.54,1.31,,,,0.6,4.8,EGM 2008,26.94,2.734245783,Luminescence,Equal to,C5,PE06-002-001,IRSL,76,18,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,49,58,67,76,85,94,103,,76,18,Recalculation/Report,18.73726265,21.47150843,24.20575422,26.94,29.67424578,32.40849157,35.14273735
RSL_3278,-0.277853,-80.391193,"Ec1
15_1",15_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,32.36,3.05,,,,0.67,4.26,EGM 2008,31.69,3.720134406,U-Series,Equal to,Manta-6,PE06-005-001,Mollusk or algae,,,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,20.52959678,24.24973119,27.96986559,31.69,35.41013441,39.13026881,42.85040322
RSL_3278,-0.277853,-80.391193,"Ec1
15_1",15_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,32.36,3.05,,,,0.67,4.26,EGM 2008,31.69,3.720134406,Luminescence,Equal to,C5,PE06-002-001,IRSL,76,18,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,49,58,67,76,85,94,103,,76,18,Recalculation/Report,20.52959678,24.24973119,27.96986559,31.69,35.41013441,39.13026881,42.85040322
RSL_3279,-0.272687,-80.390789,"Ec1
16_1",16_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,32.88,1.06,,,,0.67,4.26,EGM 2008,32.21,2.379180531,U-Series,Equal to,Manta-6,PE06-005-001,Mollusk or algae,,,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,25.07245841,27.45163894,29.83081947,32.21,34.58918053,36.96836106,39.34754159
RSL_3279,-0.272687,-80.390789,"Ec1
16_1",16_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,32.88,1.06,,,,0.67,4.26,EGM 2008,32.21,2.379180531,Luminescence,Equal to,C5,PE06-002-001,IRSL,76,18,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,49,58,67,76,85,94,103,,76,18,Recalculation/Report,25.07245841,27.45163894,29.83081947,32.21,34.58918053,36.96836106,39.34754159
RSL_3280,-0.236164,-80.379211,"Ec1
17_1",17_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,30.14,2.77,,,,0.67,4.26,EGM 2008,29.47,3.494252424,U-Series,Equal to,Manta-6,PE06-005-001,Mollusk or algae,,,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,18.98724273,22.48149515,25.97574758,29.47,32.96425242,36.45850485,39.95275727
RSL_3280,-0.236164,-80.379211,"Ec1
17_1",17_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,30.14,2.77,,,,0.67,4.26,EGM 2008,29.47,3.494252424,Luminescence,Equal to,C5,PE06-002-001,IRSL,76,18,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,49,58,67,76,85,94,103,,76,18,Recalculation/Report,18.98724273,22.48149515,25.97574758,29.47,32.96425242,36.45850485,39.95275727
RSL_3281,-0.234395,-80.37848,"Ec1
18_1",18_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,29.72,1.45,,,,0.67,4.26,EGM 2008,29.05,2.57670332,U-Series,Equal to,Manta-6,PE06-005-001,Mollusk or algae,,,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,21.31989004,23.89659336,26.47329668,29.05,31.62670332,34.20340664,36.78010996
RSL_3281,-0.234395,-80.37848,"Ec1
18_1",18_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,29.72,1.45,,,,0.67,4.26,EGM 2008,29.05,2.57670332,Luminescence,Equal to,C5,PE06-002-001,IRSL,76,18,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,49,58,67,76,85,94,103,,76,18,Recalculation/Report,21.31989004,23.89659336,26.47329668,29.05,31.62670332,34.20340664,36.78010996
RSL_3282,0.039967,-80.059219,"Ec1
19_1",19_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,34.25,1.81,,,,0.68,4.35,EGM 2008,33.57,2.829615698,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,25.08115291,27.9107686,30.7403843,33.57,36.3996157,39.2292314,42.05884709
RSL_3283,0.042452,-80.058015,"Ec1
20_1",20_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,33.79,1.64,,,,0.68,4.35,EGM 2008,33.11,2.724008994,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,24.93797302,27.66198201,30.38599101,33.11,35.83400899,38.55801799,41.28202698
RSL_3284,0.045949,-80.05743,"Ec1
21_1",21_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,34.98,1.21,,,,0.68,4.35,EGM 2008,34.3,2.488920449,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,26.83323865,29.3221591,31.81107955,34.3,36.78892045,39.2778409,41.76676135
RSL_3285,0.078773,-80.046419,"Ec1
22_1",22_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,29.45,2.9,,,,0.68,4.38,EGM 2008,28.77,3.634019813,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,17.86794056,21.50196037,25.13598019,28.77,32.40401981,36.03803963,39.67205944
RSL_3286,0.081903,-80.041724,"Ec1
23_1",23_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,29.74,2.17,,,,0.68,4.38,EGM 2008,29.06,3.083018002,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,19.81094599,22.893964,25.976982,29.06,32.143018,35.226036,38.30905401
RSL_3287,0.087644,-80.038068,"Ec1
24_1",24_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,28.35,3.09,,,,0.68,4.38,EGM 2008,27.67,3.78737376,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,16.30787872,20.09525248,23.88262624,27.67,31.45737376,35.24474752,39.03212128
RSL_3288,0.099784,-80.025168,"Ec1
25_1",25_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.21,3.66,,,,0.67,4.42,EGM 2008,26.54,4.275476582,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,13.71357026,17.98904684,22.26452342,26.54,30.81547658,35.09095316,39.36642974
RSL_3289,0.106827,-80.006614,"Ec1
26_1",26_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,30.66,3.63,,,,0,0,EGM 2008,30.66,3.63,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,19.77,23.4,27.03,30.66,34.29,37.92,41.55
RSL_3290,0.819461,-80.05253,"Ec1
27_1",27_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,37.87,0.96,,,,0.69,4.27,EGM 2008,37.18,2.340902604,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,5,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,30.15729219,32.49819479,34.8390974,37.18,39.5209026,41.86180521,44.20270781
RSL_3291,0.814793,-80.04863,"Ec1
28_1",28_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,38.06,2.83,,,,0.69,4.27,EGM 2008,37.37,3.545014104,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,26.73495769,30.27997179,33.8249859,37.37,40.9150141,44.46002821,48.00504231
RSL_3292,0.794819,-80.074407,"Ec1
29_1",29_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,41.15,2.69,,,,0.68,4.35,EGM 2008,40.47,3.459295448,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,30.09211365,33.5514091,37.01070455,40.47,43.92929545,47.3885909,50.84788635
RSL_3293,0.795464,-80.072966,"Ec1
30_1",30_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,44.96,3.92,,,,0.68,4.35,EGM 2008,44.28,4.482970555,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,30.83108833,35.31405889,39.79702944,44.28,48.76297056,53.24594111,57.72891167
RSL_3294,0.79678,-80.070696,"Ec1
31_1",31_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,44.59,1.63,,,,0.68,4.35,EGM 2008,43.91,2.718000184,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,5,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,35.75599945,38.47399963,41.19199982,43.91,46.62800018,49.34600037,52.06400055
RSL_3295,0.798041,-80.069626,"Ec1
32_1",32_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,40.53,2.09,,,,0.68,4.35,EGM 2008,39.85,3.016409289,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,5,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,30.80077213,33.81718142,36.83359071,39.85,42.86640929,45.88281858,48.89922787
RSL_3296,0.812006,-80.041883,"Ec1
33_1",33_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,39.71,3.55,,,,0.69,4.27,EGM 2008,39.02,4.142550543,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,26.59234837,30.73489891,34.87744946,39.02,43.16255054,47.30510109,51.44765163
RSL_3297,0.811919,-80.040037,"Ec1
34_1",34_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,40.46,1.44,,,,0.69,4.27,EGM 2008,39.77,2.575232999,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,5,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,32.044301,34.619534,37.194767,39.77,42.345233,44.920466,47.495699
RSL_3298,0.81298,-80.037508,"Ec1
35_1",35_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,40.75,1.8,,,,0.69,4.27,EGM 2008,40.06,2.792530215,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,5,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,31.68240936,34.47493957,37.26746979,40.06,42.85253021,45.64506043,48.43759064
RSL_3299,0.812864,-80.032898,"Ec1
36_1",36_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,40.09,1.19,,,,0.7,4.14,EGM 2008,39.39,2.387676695,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,5,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,32.22696991,34.61464661,37.0023233,39.39,41.7776767,44.16535339,46.55303009
RSL_3300,0.810092,-80.027458,"Ec1
37_1",37_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,38.87,1.4,,,,0.7,4.14,EGM 2008,38.17,2.498979792,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,5,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,30.67306062,33.17204042,35.67102021,38.17,40.66897979,43.16795958,45.66693938
RSL_3301,0.809849,-80.025942,"Ec1
38_1",38_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,38.76,0.69,,,,0.7,4.14,EGM 2008,38.06,2.181971586,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,5,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,31.51408524,33.69605683,35.87802841,38.06,40.24197159,42.42394317,44.60591476
RSL_3302,0.809127,-80.023001,"Ec1
39_1",39_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,39.34,0.91,,,,0.7,4.14,EGM 2008,38.64,2.261194375,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,5,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,31.85641688,34.11761125,36.37880563,38.64,40.90119437,43.16238875,45.42358312
RSL_3303,0.809113,-80.019613,"Ec1
40_1",40_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,31.33,1.87,,,,0.7,4.14,EGM 2008,30.63,2.789587783,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,5,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,22.26123665,25.05082443,27.84041222,30.63,33.41958778,36.20917557,38.99876335
RSL_3304,0.810152,-80.008808,"Ec1
41_1",41_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,31.91,1.01,,,,0.7,4.14,EGM 2008,31.21,2.303258561,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,5,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,24.30022432,26.60348288,28.90674144,31.21,33.51325856,35.81651712,38.11977568
RSL_3305,0.811492,-80.006034,"Ec1
42_1",42_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,29.36,2.16,,,,0.7,4.14,EGM 2008,28.66,2.991738625,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,5,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,19.68478413,22.67652275,25.66826138,28.66,31.65173862,34.64347725,37.63521587
RSL_3306,0.811573,-80.005339,"Ec1
43_1",43_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,29.35,2.36,,,,0.7,4.14,EGM 2008,28.65,3.139187793,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,5,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,19.23243662,22.37162441,25.51081221,28.65,31.78918779,34.92837559,38.06756338
RSL_3307,0.812479,-80.003353,"Ec1
44_1",44_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,29.84,2.94,,,,0.7,4.14,EGM 2008,29.14,3.595622338,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,18.35313298,21.94875532,25.54437766,29.14,32.73562234,36.33124468,39.92686702
RSL_3308,0.812634,-80.002234,"Ec1
45_1",45_1,Ecuador,Esmeraldas,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,29.43,3.16,,,,0.7,4.14,EGM 2008,28.73,3.777631533,Luminescence,Equal to,C25,PE06-001-001,IRSL,98,23,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,63.5,75,86.5,98,109.5,121,132.5,,98,23,Recalculation/Report,17.3971054,21.17473693,24.95236847,28.73,32.50763153,36.28526307,40.0628946
RSL_3309,-0.218104,-80.354468,"Ec1
46_1",46_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,30.02,1.15,,,,0.67,4.26,EGM 2008,29.35,2.420619755,U-Series,Equal to,Manta-6,PE06-005-001,Mollusk or algae,,,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,22.08814073,24.50876049,26.92938024,29.35,31.77061976,34.19123951,36.61185927
RSL_3309,-0.218104,-80.354468,"Ec1
46_1",46_1,Ecuador,Manabi,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,30.02,1.15,,,,0.67,4.26,EGM 2008,29.35,2.420619755,Luminescence,Equal to,C5,PE06-002-001,IRSL,76,18,,,,,130,115,Equal to,MIS 5e,4,5,"Pedoja et al., 2009
 Pedoja et al., 2006b
 Pedoja et al., 2006
 Pedoja, 2003",Roland Freisleben,11/23/2020 14:37,,49,58,67,76,85,94,103,,76,18,Recalculation/Report,22.08814073,24.50876049,26.92938024,29.35,31.77061976,34.19123951,36.61185927
